url,status,path,bytes,content_type,sha256
"https://iclass.tku.edu.tw/api/rubrics-with-resource?no-intercept=true&fields=id,name,conditions,created_by,is_shared_rubric",403,raw/iclass.tku.edu.tw/api/rubrics-with-resource__q_f8fe4f28d6.json,15,application/json,fa4b96ffbda28c41f01ae4cdc0879bba9942db4b414cc1cf2a8d64fdbad4d5ac
https://iclass.tku.edu.tw/api/rubrics-with-resource?page=,403,raw/iclass.tku.edu.tw/api/rubrics-with-resource__q_ee1eaef797.json,15,application/json,fa4b96ffbda28c41f01ae4cdc0879bba9942db4b414cc1cf2a8d64fdbad4d5ac
https://iclass.tku.edu.tw/api/rubrics/,404,raw/iclass.tku.edu.tw/api/rubrics/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/rubrics/generate,500,raw/iclass.tku.edu.tw/api/rubrics/generate.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/rubrics/template?no-intercept=true,200,raw/iclass.tku.edu.tw/api/rubrics/template__q_ee79111d36.json,226,application/json,dd5cf138fd335dc5adbf93e08061c5956611ab6583750ffb9e4eea21fcc3d20b
"https://iclass.tku.edu.tw/api/rubrics?fields=id,name,conditions",200,raw/iclass.tku.edu.tw/api/rubrics__q_cec1114a27.json,15,application/json,f1a6ece3c89a08a1f658133d1806350512f69b3bf27f2347c6d4edf21d5bd913
"https://iclass.tku.edu.tw/api/rubrics?fields=id,name,conditions,engage_number,updated_at,created_at",200,raw/iclass.tku.edu.tw/api/rubrics__q_059a74e38e.json,15,application/json,f1a6ece3c89a08a1f658133d1806350512f69b3bf27f2347c6d4edf21d5bd913
"https://iclass.tku.edu.tw/api/rubrics?no-intercept=true&fields=id,name,conditions,created_by,created_at,is_shared_rubric&page=",200,raw/iclass.tku.edu.tw/api/rubrics__q_efc6ce5da9.json,15,application/json,f1a6ece3c89a08a1f658133d1806350512f69b3bf27f2347c6d4edf21d5bd913
"https://iclass.tku.edu.tw/api/rubrics?no-intercept=true&fields=id,name,conditions,created_by,is_shared_rubric",200,raw/iclass.tku.edu.tw/api/rubrics__q_f8fe4f28d6.json,15,application/json,f1a6ece3c89a08a1f658133d1806350512f69b3bf27f2347c6d4edf21d5bd913
https://iclass.tku.edu.tw/api/save-resources,500,raw/iclass.tku.edu.tw/api/save-resources.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/save-resources/check,500,raw/iclass.tku.edu.tw/api/save-resources/check.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/score-publish-item-maps,500,raw/iclass.tku.edu.tw/api/score-publish-item-maps.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/scores/package-excel?conditions=,403,raw/iclass.tku.edu.tw/api/scores/package-excel__q_312ea1bc9c.json,75,application/json,578f1cc0086e5307ac7f19766e6c82539226c01bed9c4a4a1cacd151e9a1d212
https://iclass.tku.edu.tw/api/scores/zip-status,403,raw/iclass.tku.edu.tw/api/scores/zip-status.json,75,application/json,578f1cc0086e5307ac7f19766e6c82539226c01bed9c4a4a1cacd151e9a1d212
https://iclass.tku.edu.tw/api/search,404,raw/iclass.tku.edu.tw/api/search.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/sections,404,raw/iclass.tku.edu.tw/api/sections.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/selected-departments,500,raw/iclass.tku.edu.tw/api/selected-departments.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/semester-courses/,404,raw/iclass.tku.edu.tw/api/semester-courses/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/semesters,200,raw/iclass.tku.edu.tw/api/semesters.json,4905,application/json,378755dae7d101bbb65c577d4388c83f0cb163b35293e52031e86b8e3f5e64fa
https://iclass.tku.edu.tw/api/shanghaitech/lib-resources?page=,200,raw/iclass.tku.edu.tw/api/shanghaitech/lib-resources__q_ee1eaef797.json,57,application/json,b88d54f009271e0b0eff00bc3566e73a86224c6ec17ea248c731c36d21a34cf8
https://iclass.tku.edu.tw/api/shared-resource/classifications,200,raw/iclass.tku.edu.tw/api/shared-resource/classifications.json,23,application/json,f925a98e3f728485c98fb2cd032fcce06f22483c057f09776b9490328e17ad4f
https://iclass.tku.edu.tw/api/shared-resource/tag,200,raw/iclass.tku.edu.tw/api/shared-resource/tag.json,28,application/json,a458412fecff0c000d1ff823a2287dd5a74bdc8788730ad1263115adb5fff983
