url,status,path,bytes,content_type,sha256,extension,line_count,avg_line_bytes,is_minified_or_single_line,has_webpack_runtime_marker,has_source_map_comment,source_map_comment_count,real_source_map_refs,embedded_source_map_refs
https://ilearn.thu.edu.tw/static/10310.1168e67d.js,200,raw/ilearn.thu.edu.tw/static/10310.1168e67d.js,2247,application/javascript,ab90ecc0821ba9b2873ad08bcbe844765f99a4bdd79a884036748b99d698a88e,.js,1,2247.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/10380.988cf572.js,200,raw/ilearn.thu.edu.tw/static/10380.988cf572.js,2855,application/javascript,e698e1f16e8d04a528e2147ad78f37f2e2e3cf91323502fcf7642ba0a1b57111,.js,1,2855.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/10383-960bbf42.chunk.css,200,raw/ilearn.thu.edu.tw/static/10383-960bbf42.chunk.css,2570,text/css,712724769e6b2e09884b2c95b5e10924c12afabc875d6aa71d8081a0fbd87e5b,.css,1,2570.0,True,False,False,0,,0
https://ilearn.thu.edu.tw/static/10383.d04ce83a.js,200,raw/ilearn.thu.edu.tw/static/10383.d04ce83a.js,13735,application/javascript,d523c3e6d5cd5bbd997e0d91e12ded4a40b6a654328058bf24a5c0df9e894d75,.js,1,13735.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/10409.3c0dcb73.js,200,raw/ilearn.thu.edu.tw/static/10409.3c0dcb73.js,2955,application/javascript,204cc507929ac0f6e514b9d84a24ce8138acf06b138a7e5c00f1a523742c08fb,.js,1,2955.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/1065.e951cf0f.js,200,raw/ilearn.thu.edu.tw/static/1065.e951cf0f.js,95321,application/javascript,7e815931eec764fbdb05df502e049dc8f2c7d0c530fbe2e1114f6516f35c4e2b,.js,1,95321.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/10844.0d26da39.js,200,raw/ilearn.thu.edu.tw/static/10844.0d26da39.js,2769,application/javascript,488726cb6d2d10976d0031785a94a226f62057e8b9f995f6a684461e5c13ff37,.js,1,2769.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/1104.a7791db6.js,200,raw/ilearn.thu.edu.tw/static/1104.a7791db6.js,19668,application/javascript,f791d73b1866f60baf028c5b0ef1f87477dfbaa6bf6e6154e32138e3eb80d6f6,.js,1,19668.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/11580.a7791db6.js,200,raw/ilearn.thu.edu.tw/static/11580.a7791db6.js,19668,application/javascript,f791d73b1866f60baf028c5b0ef1f87477dfbaa6bf6e6154e32138e3eb80d6f6,.js,1,19668.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/11708.a556fce2.js,200,raw/ilearn.thu.edu.tw/static/11708.a556fce2.js,2692,application/javascript,9547628c12870335f7a1b0a27b6bf1cd1f4ba5e1ef95ed4f0ff500cad077bfd4,.js,1,2692.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/11812.92e9ccfe.js,200,raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js,27687,application/javascript,263a83b6944203d22c988f54d6cc8ec2cd331dca9bd031f81a18bf7e6846bffa,.js,1,27687.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/11836-7c4b2711.chunk.css,200,raw/ilearn.thu.edu.tw/static/11836-7c4b2711.chunk.css,3651,text/css,46162cb0dee04ef59ca65b31781189c25d54a434a086f3f0a09c2fdeb5c8c166,.css,1,3651.0,True,False,False,0,,0
https://ilearn.thu.edu.tw/static/11836.f57019c4.js,200,raw/ilearn.thu.edu.tw/static/11836.f57019c4.js,74268,application/javascript,99b40e1b93874f0fa9bdcd5c273dd3e2267143d79006b53a8d64748860867aff,.js,1,74268.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/11903.fdf6e5ec.js,200,raw/ilearn.thu.edu.tw/static/11903.fdf6e5ec.js,2231,application/javascript,e62f8033891eea9f1c1d533b28798eca19a04bfd00241c2ef598962d61c91bee,.js,1,2231.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/120-2ca4a78b.chunk.css,200,raw/ilearn.thu.edu.tw/static/120-2ca4a78b.chunk.css,3033,text/css,fa2cd50eaa9332783c456777dfb234ef199007db37f2aab8e2d0b9f64fc9e89a,.css,1,3033.0,True,False,False,0,,0
https://ilearn.thu.edu.tw/static/120.e0d9ff72.js,200,raw/ilearn.thu.edu.tw/static/120.e0d9ff72.js,16963,application/javascript,4aaf8e3be5c578f600d5a2d5b681ef9e9404ba50fea1263db6dc7daf76540f4e,.js,1,16963.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/12117.76d49271.js,200,raw/ilearn.thu.edu.tw/static/12117.76d49271.js,23972,application/javascript,5190e611c150b274a9607f11fe34a3a6c081c4dfafeb71941cfe101a8a25be01,.js,1,23972.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/12149.3c82261f.js,200,raw/ilearn.thu.edu.tw/static/12149.3c82261f.js,27746,application/javascript,e3a7006d11798a8584790c5162aa5a285c34a3b50af3da5f27759de42ba79063,.js,1,27746.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/12159-e10443e1.chunk.css,200,raw/ilearn.thu.edu.tw/static/12159-e10443e1.chunk.css,52919,text/css,77b67088428aa49a5304a0867c16ae635fb9d72a4504c5c88d29694988c3e07c,.css,1,52919.0,True,False,False,0,,0
https://ilearn.thu.edu.tw/static/12159.7fb514eb.js,200,raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js,377956,application/javascript,ce8ac73bdd4ccf5e36fe3a300291ff12e35101b6ed6c26134dfcaadd350cd286,.js,1,377956.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/12308.102041f5.js,200,raw/ilearn.thu.edu.tw/static/12308.102041f5.js,16717,application/javascript,b0b2990f9376b19d97974f05112e05d54979f689a9830e72fe7d458024cef929,.js,1,16717.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/12472.7cff0687.js,200,raw/ilearn.thu.edu.tw/static/12472.7cff0687.js,6529,application/javascript,5f9fb81feab7a0d426a2e9acf5c379eeee79499a204ccee3879401fdaed68fa9,.js,1,6529.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/12798-c867edb0.chunk.css,200,raw/ilearn.thu.edu.tw/static/12798-c867edb0.chunk.css,3095,text/css,56195e15c49564e4c790eb6cea2ac2c1964d02c39d2429f6997bba00d1d7c957,.css,1,3095.0,True,False,False,0,,0
https://ilearn.thu.edu.tw/static/12798.0fbe5454.js,200,raw/ilearn.thu.edu.tw/static/12798.0fbe5454.js,77316,application/javascript,e07306842ca4cdd5a242c02c1a2d20a4f2faa654a5daf2ff5c42410d9d45102f,.js,1,77316.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/12855-d64fef13.chunk.css,200,raw/ilearn.thu.edu.tw/static/12855-d64fef13.chunk.css,24386,text/css,adafd49f0c144abf2085bbc3cb9385618a946b400a6ce75e73d2fedcf3295134,.css,1,24386.0,True,False,False,0,,0
https://ilearn.thu.edu.tw/static/12919.4817e094.js,200,raw/ilearn.thu.edu.tw/static/12919.4817e094.js,7055,application/javascript,b52bcd8de8b08fba42541b6ca9c82ce5e0c721ba33f3e919ca68e9f757e01740,.js,1,7055.0,True,True,False,0,,0
https://ilearn.thu.edu.tw/static/13067-3b42e012.js,200,raw/ilearn.thu.edu.tw/static/13067-3b42e012.js,36494,application/javascript,d71b62105568712982a6b69a30d0e742c180c1627cd9c29514041239cf72af18,.js,1,36494.0,True,True,False,0,,0
