endpoint,category,method_hints,source_count,source_files,sources_sample,observed_statuses
/api/user/send_verification_email,user,OBSERVED_GET; POST,3,3,raw/ilearn.thu.edu.tw/api/user/send_verification_email.html; raw/ilearn.thu.edu.tw/static/27589.ae3b1ca0.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,500
/api/video-quizzes,video-quizzes,DELETE; OBSERVED_GET; POST,3,2,raw/ilearn.thu.edu.tw/api/video-quizzes.html; raw/ilearn.thu.edu.tw/static/13856.6c8c84cd.js,500
/api/vtrses/subject-libs,vtrses,GET; OBSERVED_GET; UNKNOWN,3,3,raw/ilearn.thu.edu.tw/api/vtrses/subject-libs.json; raw/ilearn.thu.edu.tw/static/34691.515731f8.js; raw/ilearn.thu.edu.tw/static/56488.5dafa7c7.js,200
/api/webex/auth,webex,OBSERVED_GET; UNKNOWN,3,3,raw/ilearn.thu.edu.tw/api/webex/auth.html; raw/ilearn.thu.edu.tw/static/4396.fcd26037.js; raw/ilearn.thu.edu.tw/static/96594.0de9518d.js,500
/api/activities/is-locked?activity_conditions=,activities,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/activities/is-locked__q_046929f855.html; raw/ilearn.thu.edu.tw/static/21943.5dca6268.js,500
/api/activity/cloud-classroom?start=,activity,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/activity/cloud-classroom__q_3be9190883.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,200
/api/admin/through-courses/,admin,GET,2,2,raw/ilearn.thu.edu.tw/static/6240.72c6e2a0.js; raw/ilearn.thu.edu.tw/static/74678.1c824e2e.js,
/api/ai-ppt/usage/stats,ai-ppt,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/ai-ppt/usage/stats.json; raw/ilearn.thu.edu.tw/static/40287-6134fd77.js,404
/api/ai-ppt/user-usage/export,ai-ppt,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/ai-ppt/user-usage/export.html; raw/ilearn.thu.edu.tw/static/40287-6134fd77.js,500
/api/alert/messages,alert,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/alert/messages.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js,200
/api/alert/messages/read,alert,OBSERVED_GET; PUT,2,2,raw/ilearn.thu.edu.tw/api/alert/messages/read.html; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js,500
/api/alerts,alerts,POST; PUT,2,1,raw/ilearn.thu.edu.tw/static/68805.a47db79c.js,
/api/announcement,announcement,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/announcement.json; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,200
/api/auth_code/auth_validate,auth_code,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/auth_code/auth_validate.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,403
/api/auth_code/get_auth_code,auth_code,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/auth_code/get_auth_code.html; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,500
/api/auth_code/validate_auth_code,auth_code,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/auth_code/validate_auth_code.html; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,500
/api/calendar-alerts?no-intercept=true,calendar-alerts,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/calendar-alerts__q_ee79111d36.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,200
/api/calendar-events/,calendar-events,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/calendar-events/index.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/calendar-events/users/,calendar-events,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/calendar-events/users/index.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/calendar-events?no-intercept=true,calendar-events,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/calendar-events__q_ee79111d36.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,200
/api/calendar-meeting/,calendar-meeting,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/calendar-meeting/index.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/calendar-tag/,calendar-tag,DELETE; PUT,2,1,raw/ilearn.thu.edu.tw/static/97195.2faf10fc.js,
/api/calendar-timetables/,calendar-timetables,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/calendar-timetables/index.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/calendar-timetables?no-intercept=true,calendar-timetables,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/calendar-timetables__q_ee79111d36.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/calendar-timetables?start=,calendar-timetables,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/calendar-timetables__q_3be9190883.json; raw/ilearn.thu.edu.tw/static/20307-0fd301f4.js,404
/api/campus-subject-lib/subject/publish,campus-subject-lib,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/campus-subject-lib/subject/publish.html; raw/ilearn.thu.edu.tw/static/12117.76d49271.js,500
/api/captures/,captures,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/captures/index.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/certifications-for-management,certifications-for-management,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/certifications-for-management.json; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js,403
/api/chatrooms/,chatrooms,GET; PUT,2,1,raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,
/api/course-bulletins,course-bulletins,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/course-bulletins.json; raw/ilearn.thu.edu.tw/static/36105.3af57479.js,200
/api/course-copy/copy,course-copy,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/course-copy/copy.html; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js,500
/api/course-copy/courses,course-copy,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/course-copy/courses.html; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js,500
/api/course-estimates-replies/,course-estimates-replies,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/course-estimates-replies/index.json; raw/ilearn.thu.edu.tw/static/27093.22d65938.js,404
/api/course/activity-read/,course,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/course/activity-read/index.json; raw/ilearn.thu.edu.tw/static/2276.c8da6806.js,404
/api/course/copy,course,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/course/copy.html; raw/ilearn.thu.edu.tw/static/41962.bc8e08bd.js,500
/api/course/copy-as-blueprint,course,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/course/copy-as-blueprint.json; raw/ilearn.thu.edu.tw/static/41568.0adf30d4.js,404
/api/course/customize,course,OBSERVED_GET; UNKNOWN,2,2,raw/ilearn.thu.edu.tw/api/course/customize.html; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,500
/api/course/shared-records/,course,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/course/shared-records/index.json; raw/ilearn.thu.edu.tw/static/10383.d04ce83a.js,404
/api/course_certification/,course_certification,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/course_certification/index.json; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js,404
/api/course_templates?conditions=,course_templates,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/course_templates__q_312ea1bc9c.json; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,200
/api/courses-groups,courses-groups,GET; PUT,2,2,raw/ilearn.thu.edu.tw/static/56821.10ffdb15.js; raw/ilearn.thu.edu.tw/static/58605.e8c4b20e.js,
/api/courses-groups/,courses-groups,GET; PUT,2,1,raw/ilearn.thu.edu.tw/static/56821.10ffdb15.js,
/api/courses-identities?no-intercept=true,courses-identities,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/courses-identities__q_ee79111d36.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js,200
/api/courses/activities/,courses,UNKNOWN,2,2,raw/ilearn.thu.edu.tw/static/66297.9aa2f6d5.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,
/api/courses/homeworks-submission-status?no-intercept=true,courses,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/courses/homeworks-submission-status__q_ee79111d36.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js,200
/api/courses/lesson-timetable,courses,GET; UNKNOWN,2,1,raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,
/api/courses/public/hot?limit=8,courses,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/courses/public/hot__q_1f15a49f42.json; raw/ilearn.thu.edu.tw/static/24381.0c635568.js,200
/api/courses/public/latest?limit=8,courses,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/courses/public/latest__q_1f15a49f42.json; raw/ilearn.thu.edu.tw/static/24381.0c635568.js,200
/api/courses/rollcall_status/,courses,GET,2,2,raw/ilearn.thu.edu.tw/static/71196.5077b7df.js; raw/ilearn.thu.edu.tw/static/9727.544f163b.js,
/api/courses/stats?course_ids=,courses,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/courses/stats__q_bb638ca821.html; raw/ilearn.thu.edu.tw/static/20307-0fd301f4.js,500
/api/current-semester-info,current-semester-info,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/current-semester-info.json; raw/ilearn.thu.edu.tw/static/99038.bc3a4ccc.js,200
/api/custom-knowledge-graph/,custom-knowledge-graph,GET; POST,2,1,raw/ilearn.thu.edu.tw/static/93155.0c0ec13a.js,
/api/data-import/ai-convert,data-import,OBSERVED_GET; UNKNOWN,2,2,raw/ilearn.thu.edu.tw/api/data-import/ai-convert.html; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,500
/api/departments?no-intercept=true,departments,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/departments__q_ee79111d36.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,200
/api/ding-talk/user-id,ding-talk,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/ding-talk/user-id.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,400
/api/edu-scores/get-course-score-rate/,edu-scores,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/edu-scores/get-course-score-rate/index.json; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js,404
/api/edu-scores/get-submit-logs/,edu-scores,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/edu-scores/get-submit-logs/index.json; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js,404
/api/edu-scores/get-submit-time/,edu-scores,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/edu-scores/get-submit-time/index.json; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js,404
/api/enrollments/,enrollments,OBSERVED_GET; PUT,2,2,raw/ilearn.thu.edu.tw/api/enrollments/index.json; raw/ilearn.thu.edu.tw/static/2764-f25f2bd3.js,404
/api/enrollments/score,enrollments,OBSERVED_GET; PUT,2,2,raw/ilearn.thu.edu.tw/api/enrollments/score.html; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js,500
/api/enrollments/score-book,enrollments,OBSERVED_GET; PUT,2,2,raw/ilearn.thu.edu.tw/api/enrollments/score-book.json; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js,403
/api/enrollments/total-score?mode=,enrollments,OBSERVED_GET; PUT,2,2,raw/ilearn.thu.edu.tw/api/enrollments/total-score__q_da81ccbe76.html; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js,500
/api/exams/batch_delete,exams,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/exams/batch_delete.html; raw/ilearn.thu.edu.tw/static/91962-91463afb.js,500
/api/footprint/tread,footprint,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/footprint/tread.html; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js,500
/api/google/auth/available,google,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/google/auth/available.json; raw/ilearn.thu.edu.tw/static/28509.a0b2d0f0.js,400
/api/google/import,google,POST,2,2,raw/ilearn.thu.edu.tw/static/60808.b6e6469e.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js,
/api/google/import/resource-groups/,google,POST,2,2,raw/ilearn.thu.edu.tw/static/60808.b6e6469e.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js,
/api/google/picker/config,google,POST,2,2,raw/ilearn.thu.edu.tw/static/60808.b6e6469e.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js,
/api/in-progress-homeworks?no-intercept=true,in-progress-homeworks,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/in-progress-homeworks__q_ee79111d36.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js,200
/api/instruction-team/,instruction-team,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/instruction-team/index.json; raw/ilearn.thu.edu.tw/static/36824.bcd6489f.js,404
/api/instruction-team/meeting,instruction-team,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/instruction-team/meeting.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,200
"/api/latest-activities?no-intercept=true&types=material,web_link,slide,online_video,page",latest-activities,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/latest-activities__q_97a147c553.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js,200
/api/lessons_search/agents,lessons_search,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/lessons_search/agents.json; raw/ilearn.thu.edu.tw/static/32419.cdd214b3.js,200
/api/lessons_search/schedule,lessons_search,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/lessons_search/schedule.html; raw/ilearn.thu.edu.tw/static/32419.cdd214b3.js,500
/api/lessons_search/schedule/,lessons_search,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/lessons_search/schedule/index.json; raw/ilearn.thu.edu.tw/static/32419.cdd214b3.js,404
/api/lessons_search/schedules,lessons_search,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/lessons_search/schedules.json; raw/ilearn.thu.edu.tw/static/32419.cdd214b3.js,200
/api/lessons_search/snapshot/,lessons_search,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/lessons_search/snapshot/index.json; raw/ilearn.thu.edu.tw/static/32419.cdd214b3.js,404
/api/login/check-email-domain,login,POST,2,2,raw/ilearn.thu.edu.tw/static/53787.f789eea3.js; raw/ilearn.thu.edu.tw/static/96966.ce16085e.js,
/api/make-up-exams/,make-up-exams,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/make-up-exams/index.json; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/management/calendar-meeting/excel,management,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/management/calendar-meeting/excel.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/management/calendar-meeting?page=,management,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/management/calendar-meeting__q_ee1eaef797.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/microsoft/auth/available,microsoft,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/microsoft/auth/available.json; raw/ilearn.thu.edu.tw/static/28509.a0b2d0f0.js,400
"/api/my-academic-years?fields=id,name,sort,is_active&user_id=",my-academic-years,GET,2,2,raw/ilearn.thu.edu.tw/static/64911.f8406418.js; raw/ilearn.thu.edu.tw/static/90179.4a3256c6.js,
/api/my-curriculum-departments,my-curriculum-departments,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/my-curriculum-departments.json; raw/ilearn.thu.edu.tw/static/24262.bfbc60d3.js,404
/api/my-tpdoe-courses,my-tpdoe-courses,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/my-tpdoe-courses.json; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,404
/api/my-urp-courses,my-urp-courses,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/my-urp-courses.json; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,404
/api/next-academic-years,next-academic-years,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/next-academic-years.json; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,200
/api/next-semesters,next-semesters,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/next-semesters.json; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,200
/api/notebooks/correction-book/add-attempt,notebooks,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/notebooks/correction-book/add-attempt.html; raw/ilearn.thu.edu.tw/static/43586.d1d9af5d.js,500
/api/notes,notes,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/notes.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,200
/api/notes?course_id=,notes,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/notes__q_0e8c8d66de.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,200
/api/org/change-plan-list,org,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/org/change-plan-list.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js,404
/api/org/request/change-plan/,org,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/org/request/change-plan/index.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js,404
/api/org/request/plan-plus,org,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/org/request/plan-plus.html; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js,500
/api/outline-setting,outline-setting,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/outline-setting.json; raw/ilearn.thu.edu.tw/static/49420.b30bc6e4.js,200
/api/outline-setting/toggle,outline-setting,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/outline-setting/toggle.html; raw/ilearn.thu.edu.tw/static/49420.b30bc6e4.js,500
/api/pay/,pay,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/pay/index.json; raw/ilearn.thu.edu.tw/static/27093.22d65938.js,404
/api/plan/request/current,plan,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/plan/request/current.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js,403
/api/plugins/,plugins,GET,2,2,raw/ilearn.thu.edu.tw/static/8870.8a2f9339.js; raw/ilearn.thu.edu.tw/static/94266.e5ff0ac2.js,
/api/project,project,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/project.html; raw/ilearn.thu.edu.tw/static/67184-b33fe039.js,500
/api/projects,projects,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/projects.json; raw/ilearn.thu.edu.tw/static/67184-b33fe039.js,200
/api/public-lives,public-lives,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/public-lives.json; raw/ilearn.thu.edu.tw/static/42714.ab5289df.js,400
/api/resource-file/org/arrears/,resource-file,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/resource-file/org/arrears/index.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
"/api/rubrics?fields=id,name,conditions,engage_number,updated_at,created_at",rubrics,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/rubrics__q_059a74e38e.json; raw/ilearn.thu.edu.tw/static/34423.a5cefcd5.js,200
/api/score-publish-item-maps,score-publish-item-maps,OBSERVED_GET; PUT,2,2,raw/ilearn.thu.edu.tw/api/score-publish-item-maps.html; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js,500
/api/scores/package-excel?conditions=,scores,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/scores/package-excel__q_312ea1bc9c.json; raw/ilearn.thu.edu.tw/static/37291.dc77dff6.js,403
/api/scores/zip-status,scores,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/scores/zip-status.json; raw/ilearn.thu.edu.tw/static/37291.dc77dff6.js,403
/api/search,search,OBSERVED_GET; UNKNOWN,2,2,raw/ilearn.thu.edu.tw/api/search.json; raw/ilearn.thu.edu.tw/static/20215.c33a19b6.js,404
/api/selected-departments,selected-departments,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/selected-departments.html; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,500
/api/semester-courses/,semester-courses,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/semester-courses/index.json; raw/ilearn.thu.edu.tw/static/20307-0fd301f4.js,404
/api/shanghaitech/lib-resources?page=,shanghaitech,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/shanghaitech/lib-resources__q_ee1eaef797.json; raw/ilearn.thu.edu.tw/static/19186.c2183f69.js,200
/api/shared-resource/tag,shared-resource,OBSERVED_GET; UNKNOWN,2,2,raw/ilearn.thu.edu.tw/api/shared-resource/tag.json; raw/ilearn.thu.edu.tw/static/25753.6c691880.js,200
/api/shared-resources-no-repeated?page=,shared-resources-no-repeated,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/shared-resources-no-repeated__q_ee1eaef797.json; raw/ilearn.thu.edu.tw/static/3738-63068e80.js,403
/api/shared-resources-to/,shared-resources-to,DELETE; UNKNOWN,2,1,raw/ilearn.thu.edu.tw/static/67133.08e1a687.js,
/api/shared-resources/management,shared-resources,POST,2,2,raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,
/api/shared-resources/stat,shared-resources,GET,2,2,raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,
/api/shared-resources/stat/video-resources,shared-resources,GET,2,2,raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,
/api/shared-resources/stat/video-resources/export,shared-resources,GET,2,2,raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,
/api/signup,signup,POST,2,2,raw/ilearn.thu.edu.tw/static/92455.9596e32b.js; raw/ilearn.thu.edu.tw/static/96966.ce16085e.js,
/api/slides,slides,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/slides.json; raw/ilearn.thu.edu.tw/static/2469.2015e9b3.js,200
/api/slides/records/,slides,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/slides/records/index.json; raw/ilearn.thu.edu.tw/static/2469.2015e9b3.js,404
/api/stat/attendance/export/to/,stat,POST,2,2,raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,
/api/stat/courses/rollcall/export,stat,POST,2,2,raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,
/api/stat/courses/rollcall/export-by-class,stat,GET,2,2,raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,
/api/stat/semester/,stat,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/stat/semester/index.json; raw/ilearn.thu.edu.tw/static/20307-0fd301f4.js,404
/api/stat/students/,stat,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/stat/students/index.json; raw/ilearn.thu.edu.tw/static/10257.5f75a4b2.js,404
/api/stat/user-info,stat,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/stat/user-info.json; raw/ilearn.thu.edu.tw/static/20307-0fd301f4.js,200
/api/stat/video/,stat,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/stat/video/index.json; raw/ilearn.thu.edu.tw/static/10257.5f75a4b2.js,404
/api/stat/vtrses/data/export,stat,OBSERVED_GET; UNKNOWN,2,2,raw/ilearn.thu.edu.tw/api/stat/vtrses/data/export.json; raw/ilearn.thu.edu.tw/static/20394.23ecfc5d.js,403
/api/statistic,statistic,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/statistic.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/subject-libs/subjects-movement,subject-libs,UNKNOWN,2,2,raw/ilearn.thu.edu.tw/static/50559.79503daf.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js,
/api/subject-libs/subjects-replication,subject-libs,POST,2,2,raw/ilearn.thu.edu.tw/static/50559.79503daf.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js,
/api/syllabus,syllabus,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/syllabus.html; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js,500
/api/syllabus/resort,syllabus,OBSERVED_GET; PUT,2,2,raw/ilearn.thu.edu.tw/api/syllabus/resort.html; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js,500
/api/syllabuses/,syllabuses,DELETE; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/syllabuses/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js,404
/api/task?type=,task,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/task__q_271a9b2829.html; raw/ilearn.thu.edu.tw/static/49592.0ad88a29.js,500
/api/through-course/,through-course,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/through-course/index.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,404
/api/through-courses,through-courses,POST,2,2,raw/ilearn.thu.edu.tw/static/6240.72c6e2a0.js; raw/ilearn.thu.edu.tw/static/74678.1c824e2e.js,
/api/through-courses/,through-courses,GET,2,2,raw/ilearn.thu.edu.tw/static/6240.72c6e2a0.js; raw/ilearn.thu.edu.tw/static/74678.1c824e2e.js,
/api/timetable_rollcalls,timetable_rollcalls,GET,2,2,raw/ilearn.thu.edu.tw/static/71196.5077b7df.js; raw/ilearn.thu.edu.tw/static/9727.544f163b.js,
/api/todos?no-intercept=true,todos,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/todos__q_ee79111d36.json; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js,200
/api/toggle-opened-orgs?toggle=org_team_teaching,toggle-opened-orgs,GET; OBSERVED_GET,2,2,raw/ilearn.thu.edu.tw/api/toggle-opened-orgs__q_d34d96ae68.json; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js,400
/api/toggle-opened-orgs?toggle=share_resource_to_other_orgs&include_current_org=0,toggle-opened-orgs,OBSERVED_GET; POST,2,2,raw/ilearn.thu.edu.tw/api/toggle-opened-orgs__q_60e1a28315.json; raw/ilearn.thu.edu.tw/static/3738-63068e80.js,400
